File Name,License,Match Strength,Match %,Fuzzy Licenses,Full License,Is Released,Is Empty,Keywords,Hash
libcrypto.so.1.1.1k,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['afl', 'psl', 'osl', 'shl', 'tpl', 'ucl']}",ae28b13bc3b25b918284a7fc8c5e98b1ff27addd5255ad8d0ad16efccba64db6
libblkid.so.1.1.0,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['bsd', 'sgi']}",9c5060d601e862cff75e193c9af715c4d42f8b996fce50646b2aa54999f2f374
libblkid.so.1.1.0,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['bsd', 'sgi']}",a9167753384a8d763e72f4176e613a8241e8ee6f982fee615f3586b9df24a4fa
README,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['bsd']}",14913fff6532f1d15faef9a1cdd5e6719f2b7db263e869f9ad015dd1cbb39d1c
rpm,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['gpl']}",8982ffedeb5e88a2ac2f6e54e321f11354bcbc649e38f097b0381810d273ed82
rpmdb,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['gpl']}",9d6b8acddd346827c85f1eca0f22cc95003c9204522f70831274530bb675cc60
rpmkeys,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['gpl']}",5c3f13e7f72994c429a75be23d56328f80185a6082c7280ca5bc42129171d403
rpmdb,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['gpl']}",35e18c1156ca1e0f289863d116846b23e18dd59fd4cd18692750f054f3b200fd
rpmkeys,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['gpl']}",1050e2c8a6e046d8706b105365e27a11d0e076761c5e979a59162540a9cbf9fe
rpm,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['gpl']}",3bd906f9812391b7204b2eeab200cb68bc2f9db120de8a716de10cbf535ea958
objsign-ca-bundle.pem,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['spl']}",67ea06a3b7d7d39345b36161d947a15c378fb5faab80db372fa1bc4c4e346e14
ca-bundle.trust.crt,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['spl']}",830ae1c02ea63c5fa2198b50fb33d55011a391b0c7ace14a29f8d83daf30128f
ca-bundle.trust.p11-kit,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['spl']}",082bf93916bd9863a16786d68cd66376d535885fb08530312b3cd18f404633de
objsign-ca-bundle.pem,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['spl']}",4d96c990d2089ccdf288c5c1fd759a58216d7257d43b929e82bbd32126307357
ca-bundle.trust.crt,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['spl']}",5a8e566a20336ec17ea7c0d71b8749f03b29f9ddf77ff733dfaf6782c28c56e6
ca-bundle.trust.p11-kit,[],,,,False,True,False,"{'general': ['inc'], 'license_abbreviation': ['spl']}",19a18f84324851918eb6fafb0081f3bfdac01dba3b35df75e01f175ab1cff979
LocaleNames.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",bbd77fb5e8378e6d14cdd06e57a0f642a5308ed146d037936f8d4b0534089643
LocaleNames_en.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",f679fe35e78557525af52b9919873813c7f71616e54bc03de05a39daa465bd40
LocaleNames_es.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",bf95249ee188adefeb02a9c4100f9d080e389ff60baed27d17cc569eefef0922
LocaleNames_gl.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",8ac3a87d879a747bd56b4be0e37941f5ab972bc00958613b0759fa35c140d890
LocaleNames_fr.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",e3afb502549077554de4a81d2cd9bbd03d9df320b158bea02bf352c0826c9d14
LocaleNames_it.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",b56bca4fba4f2c0046d14dbfbfa23b06122591de5c00c40319379dbd9d4e135a
LocaleNames_id.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",e4209f12f0e5f2dbb3f8ed0f0cc838713b47a513124de176126b15dfbe98ca5a
LocaleNames_pt.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",2d8297bc70d9812785f1979322e9bd4c33fc932462ca3112447a00eb82161fdb
LocaleNames_es.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",0fb7b13dc40ea612a8f64e1e79b34fa8b845751383e87bc1b8429f7858f54978
LocaleNames_fr.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",7168d1280915a3b64e529e8b95e080710edb9ce2b0bc379ba379bfdb166e7bd7
LocaleNames_it.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",99d51c124b3849bc704d32353f0213e612672444d04648ba149fc401121ebd01
LocaleNames_pt.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",b4a1e586aeb86a2db23f562c84f084c976f8a48317e1e25708b5dbbe4ef4e8d0
LocaleNames_sv.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",5c3cb381ba3537bced7c786157e600e1c0306564be9488ceb936793ccf088546
LocaleNames.class,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['apache']}",2ddf09dcfdcc1ae9b4d5f85690888416ba62c3961da6ac2a5fc2334dbdb3e5cf
bash.1,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation'], 'license_abbreviation': ['bsd']}",571dfa2d61e657640b3cf52cba7a1d4c0000a71c9c53869e92521573a80703a9
gencat,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",6925396f25607928fb53bb2a0fb47032f9f1f546c70ab45360bc2d48c816ff03
getconf,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",54745d2ec68d3fbbd1c832e8121bf469d6656424df3641511ffef1c04ba20e42
getent,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",57630703763dbe08f6ba2b15d569047fd8f692b806b6833c7d8b2a29131e40dd
iconv,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",7df37b9fefd1641fb48fbc9d188e01839c51bc0c074bbd3d49c3f8dce2e22063
locale,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",65c66f29b3586033b4a91d90e702b781da7b383c4a50d946c7966a889974e84a
pldd,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",cc38fad603e58faf9c48671684dca69175075d792ca574a2a33006fb86ae7cc8
makedb,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",16fef4357c5cb7e72739dc7e75512cf2ee1c5bfdc0870d737f2753a9751541db
sprof,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",04ec529454e896c0774c2487de29ff4f64e8eb4e25046083097abc1cc773b162
libgcrypt.so.20.2.5,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",a1b5cc4ca0a09dd5e2a69974c97f4f34fa2594849c8af7b596dfd822d5a05501
libpthread-2.28.so,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",a7d30de93feab8aaad6d4ddf42ff78b7653629f861120832d40720e14739f970
POSIX_V6_LP64_OFF64,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",54745d2ec68d3fbbd1c832e8121bf469d6656424df3641511ffef1c04ba20e42
POSIX_V7_LP64_OFF64,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",54745d2ec68d3fbbd1c832e8121bf469d6656424df3641511ffef1c04ba20e42
XBS5_LP64_OFF64,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",54745d2ec68d3fbbd1c832e8121bf469d6656424df3641511ffef1c04ba20e42
iconvconfig,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",da46a5f40bcdc23b3f244c02a4ce3b55317e23efaee1919a8f9e4c29f62aac1c
getent,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",09ed0ba5a7cf2cbec049cf9cfd8c07040b5a9c1e1e18fa61fc62f3f0f1e26d53
getconf,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",b9d417b9679a912ac1e36b1cf6fae115884b44266f98d9340c2a6328e79a56b9
gencat,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",a1bc62029a652bcf2c02032b7b9e77049a5c6bc6ac436f5c221e61c700f87e4c
locale,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",90299ae387e5b0e61a028e336d9bcd44daa7a31838af3a6b822f89d8b9e8c3e1
iconv,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",8ebf027078e5f7614951a0cb6268ab53fde4b93183513a5959973c8d9c510eb9
makedb,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",05f0af2668774054d6698a153abf2b45a3a298e14a1453f9ab16de28f4e1875b
pldd,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",922a08da2053763854f360b3d566b04679d4a2edd307b7f29d14469167142e77
sprof,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",9d9b201074b34a71085bba9f62692b508436e9fa998760ede1f3727f054a751d
LC_IDENTIFICATION,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",9690a5c7f5458e83f09ee2b6e7fe881f5536f4915c098ba5e99076f023fb9e22
LC_IDENTIFICATION,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",e5294bd91f5c7dc175cf76859e0b04572a795ddc591122c58343fb12fc2cb990
LC_IDENTIFICATION,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",ba80f0138fb1691c295ac135282fbe9f640d36f404473291294487eb69e8a3d7
LC_IDENTIFICATION,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",c24832298bb910698b845ef6465068aa88a1c56eb470b864c3d67cb351868487
LC_IDENTIFICATION,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",b2375a53d4999f59be3cb60a040b7b2304d24910d1f55d9dfb48989d529fc00d
LC_IDENTIFICATION,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",e96869cdc1146d244dee87f0abe3775457d08eb84a50fb5259e273e77c018bc5
libpthread-2.28.so,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",abf5928cddcb60effb913a09701adb5fd4388ba2ab14169fc6cfc85241129478
POSIX_V6_LP64_OFF64,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",b9d417b9679a912ac1e36b1cf6fae115884b44266f98d9340c2a6328e79a56b9
iconvconfig,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",50761787a38e8482a3f206f911921a6a14932503f8784d2559fcc8885aef3f84
bash.html,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",685b744dd3aca1280935972160c523a1dbb55a6b3872f7d554b5cc7e1cb13f22
THANKS,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",0795315b015c1b92beab235ce9b843e8bae9d89f47a599e5bed8fd578f35a8e3
AUTHORS,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",949894e3b1d3952cbe5e2b16fcdcd2192d967e5da20d1f71bd8f434f6ccec2b1
THANKS,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",525340af3765d784e3db567a29233d87f9cba5e475e398a44fe1f9d0777c7de6
AUTHORS,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['free software foundation']}",32ed66e9dcc46b5752373a16abc5f7b2e34032e178fde5b131a06e01a372eb34
util.py,[],,,,False,True,False,"{'general': ['inc'], 'license_name': ['python software foundation']}",28d61ae95b258d9d4488c3ec075aa973f7b4477c3a05f25709ddbfd299fbbca8
cacerts,[],,,,False,True,False,{'general': ['inc']},090f531aa65ec72d1adf35df99125954fe3b634e6b49847f0132ab4cfcad5545
cacerts.bin,[],,,,False,True,False,{'general': ['inc']},1fc7201640e13d1261decb498479b6fa748ebf8a72121c3f59464c493aea72a9
redhatcodesignca.cert,[],,,,False,True,False,{'general': ['inc']},b0cf509b823e9b89c43bc373229f87d3cfee4264c35c6ac82b58e5251c3e8c39
RPM-GPG-KEY-redhat-release,[],,,,False,True,False,{'general': ['inc']},1621133973312eb0753def37990fe6e7d643c427877761043e6ea699a77030bf
